tokens	target word	tagger tag	human tag	tp/tn
left < school > because I was so academically excel in < school > , um , < school	academically	R	PREJJ	tp
> may or may not be , it is not academically as rigorous , a- I can say for	academically	R	PREJJ	tp
ine . So for me , it was kind of acceptable . But maybe for a person that l	acceptable	A	A	tn
daily struggle around , what's acceptable , how much you're willing to pu	acceptable	A	A	tn
e asthma . So I was always , um , acceptable of getting , you know- you know	acceptable	A	A	tn
e , I- I don't want it to be s- acceptable just to say how you feel , wher	acceptable	A	A	tn
wanna be in a place where it's acceptable to like , put your confederate	acceptable	A	A	tn
- that emph- That are socially acceptable or that the way that the schoo	acceptable	A	A	tn
Yes , let's move on . That's not acceptable . That's- see- that's what our	acceptable	A	A	tn
million niggas that might just accidentally click your mother fucking vide	accidentally	R	PREVB	tp
. Well the first one my father accidentally stepped on . The next one flew	accidentally	R	PREVB	tp
o come to me , I will handle it accordingly . But I just want respect . And	accordingly	R	POSTVB	tp
they were then uh , I would act accordingly . But I can honestly say I don '	accordingly	R	POSTVB	tp
hat is- that's not necessarily accurate . But it was just- Because if y	accurate	A	A	tn
e floor really quick . And it's accurate , and you- you know , it helps t	accurate	A	A	tn
your message is not- it's not accurate . While you may- while you may-	accurate	A	A	tn
I think for me why listening- active listening is so important beca	active	A	A	tn
e young parents today , is stay active . If you don't wanna be on the	active	A	A	tn
street just stay active , keep your kids active . Um , Th	active	A	A	tn
as difficult for parents to be active in the schools because they we	active	A	A	tn
teenager is that we were more active . We went bowling , we went skat	active	A	A	tn
ng coming down um , b- became a active member . I met a lot of positiv	active	A	A	tn
tepped up more . They were more active . They reached out more . There	active	A	A	tn
et , and I'm- now that I'm more active and fit I'm trying to get her	active	A	A	tn
ook Spanish . And I became more active in uh- uh- thespian . So um , I	active	A	A	tn
If you keep your kids active then you shouldn't have any pr	active	A	A	tn
y active in all her school activities .	active	A	A	tn
anna survive DC you have to be active . So . That's some good advice .	active	A	A	tn
ids do after school ? Keep them active . I try to keep ' em in sports .	active	A	A	tn
d though . You know , it kept me active . Kept my mind active . Um . And	active	A	A	tn
care center and um , she's very active and everything in um , church-w	active	A	A	tn
Uh-huh . Yeah . Yeah we was very active . Mm-hm . We would uh , plan you	active	A	A	tn
to high school a lot so I was active in the community . I'm a substi	active	A	A	tn
ute teacher also and so pretty active . You know , and- and- and in go	active	A	A	tn
ing was v- her mother was very active . Uh-huh . < name > . Uh-huh . Yeah .	active	A	A	tn
espect and we try to keep them active to keep them off the streets .	active	A	A	tn
zed by this time- We were very active in my daughter growing up , ver	active	A	A	tn
you know , so uh but she's very active in the uh church , you know , sh	active	A	A	tn
d- um , and , you know , I- I was active in the nineteenth ward communi	active	A	A	tn
< school > c- I've always been a active kid , dancing , um , cheerleading	active	A	A	tn
h she's- um , she's really , um , active in the community with differen	active	A	A	tn
ied- You know , I- um , I stayed active . Um , tried to get into some ac	active	A	A	tn
y < laugh > to me . Cause she was active . She wanted to go walk and I w	active	A	A	tn
moth- my mother was like very active in my life , like she did every	active	A	A	tn
serve but he just went back to active . Yeah . Um , and my mom is a ret	active	A	A	tn
No , two . She's uh- she's very active . Her name is < name > . < name > . Y	active	A	A	tn
ighty Mel I think was uh quite active at that time . And he used to u	active	A	A	tn
irst- like basically the first active billionaire athlete . You under	active	A	A	tn
gue . So i- i- it kept the kids active , you know . But this- k- the ki	active	A	A	tn
come from somewhere that's so active , and you come to somewhere tha	active	A	A	tn
to let that alone . But , I stay active . Mostly go shopping , gl- just	active	A	A	tn
nds . < ts > So and like , I don't actively seek out white friends but lik	actively	R	PREVB	tp
and nineteen sixty four , work actively in uh , politics as- Behind the	actively	R	POSTVB	tp
residents and like , I've been actively putting myself out there to co	actively	R	PREVB	tp
ee , I couldn't participate too actively , but uh , I did um , in nineteen	actively	R	POSTVB	tp
back to your dorm and do your actual work and then study , but um , I	actual	A	A	tn
l players . Like he going after actual football players , niggas that	actual	A	A	tn
know that hook , and now this a actual song . And getting played on ra	actual	A	A	tn
only issue there was like , the actual living situation that I went t	actual	A	A	tn
ow , in the right direction not actual kicks . But like , yeah , I think	actual	A	A	tn
could get . This was before the actual flood came . And um , she got my	actual	A	A	tn
' s like , don't forget about us actual people , that actually live in	actual	A	A	tn
t , whoever that is . Um , beyond actual just having metaphors and word	actual	A	A	tn
d who he wanted to come to his actual advanced class . So my eleventh	actual	A	A	tn
And then I brought that to my actual life after saying it for so lo	actual	A	A	tn
d one , um , she was actually my actual English advisor . She's like , t	actual	A	A	tn
they were fighting . These were actual like , neighborhoods that were	actual	A	A	tn
we have a mock trial with real actual judges . And they decide what s	actual	A	A	tn
- cause I mean , we just do the actual pulling the pulling the parts	actual	A	A	tn
imagine cause I- I don't have actual facts on this , but like , I kno	actual	A	A	tn
n this side of town versus uh , actual houses like uh , townhouses or	actual	A	A	tn
ember when it- it started , the actual go gos took turn- took a turn	actual	A	A	tn
four hour store used to be an actual Seven Eleven . It has changed d	actual	A	A	tn
rd . I only went to a couple of actual go gos , but I loved the music	actual	A	A	tn
zoo cut ten minutes off of his actual thirty minute set just so peop	actual	A	A	tn
sn't really a a s- s- you know actual seller . You know I was working	actual	A	A	tn
that strong . Yeah . Um , so the actual sauce is just sweet and sour u	actual	A	A	tn
. Um , < ts > but in terms of the actual campus itself , I think that , u	actual	A	A	tn
gnorant thing , versus , like , a actual dialect . Um , yeah . Uh-huh . < la	actual	A	A	tn
r , um , you know , the- the- the actual person who's in charge is in c	actual	A	A	tn
chool . And then you get to the actual building . You're like , where i	actual	A	A	tn
int on the team , he's building actual team like , instead of going af	actual	A	A	tn
n I love mumbo sauce , like the actual sauce is fucking great . Um ( la	actual	A	A	tn
could be closer to the- to the actual tent that the reception was in	actual	A	A	tn
andover's just a city , but the actual neighborhood was Kentland . But	actual	A	A	tn
o bring it out . Instead of the actual inventor . So that's what- I- I	actual	A	A	tn
cause I've never been in- to a actual stadium like that . And going ,	actual	A	A	tn
o go version before I hear the actual artist , who sung the song , or	actual	A	A	tn
almost two years since we- the actual time she got sick , went in the	actual	A	A	tn
l . But I never went to- to the actual clubs . So definitely go go , bu	actual	A	A	tn
is totally different from the actual version . Um , it's more upbeat .	actual	A	A	tn
I'm saying . It's not about my actual- like setting me up for- exact	actual	A	A	tn
e that to make it sound like a actual poem , but like it may not even	actual	A	A	tn
eally like science- Like- like actual science . Psychology is like a	actual	A	A	tn
ide my grandmother house was a actual crackhouse . People would go th	actual	A	A	tn
Like , I loved school . I loved actual school . Like I never hated sch	actual	A	A	tn
over Rigamortus because I'm a actual musician , you know what I'm sa	actual	A	A	tn
knew I wasn't gonna play their actual concert , but I would just sit	actual	A	A	tn
I took the bus for- yeah , the actual school bus . Yeah , yeah , I took	actual	A	A	tn
together . It- it maybe like a actual bass drum that you play in the	actual	A	A	tn
ike I'd be better working with actual patients and like , people who	actual	A	A	tn
ever- um , first and only time actually I ever had to , um , perform CPR	actually	R	POSTVB	tp
